Data	M6
Recipe	AU1404
Site Name	
Points	1998
X-Resolution	0.500751
X-Coord	-6128.93
Y-Coord	1086.89
	       Raw	Intermediate	    Normal	 Roughness	  Waviness
1	  -11398.4	         0	   186.299	   186.299	   186.299
2	  -11403.5	  -5.09863	   190.522	   190.522	   190.522
3	  -11404.3	  -5.89551	   195.102	   195.102	   195.102
4	  -11389.7	   8.73633	   202.006	   202.006	   202.006
5	  -11378.6	   19.8281	   210.033	   210.033	   210.033
6	  -11370.1	   28.2656	   216.305	   216.305	   216.305
7	  -11364.3	   34.1201	   218.693	   218.693	   218.693
8	  -11369.8	   28.6396	   217.375	   217.375	   217.375
9	  -11383.7	   14.7217	   214.664	   214.664	   214.664
10	  -11371.5	   26.8838	   211.674	   211.674	   211.674
11	  -11371.7	   26.7256	   206.983	   206.983	   206.983
12	  -11398.4	-0.0351563	   200.543	   200.543	   200.543
13	    -11391	   7.45313	   194.542	   194.542	   194.542
14	  -11398.6	 -0.185547	   189.963	   189.963	   189.963
15	  -11403.6	  -5.18848	   186.209	   186.209	   186.209
16	  -11398.1	  0.307617	   182.559	   182.559	   182.559
17	  -11412.1	  -13.6709	   179.443	   179.443	   179.443
18	    -11414	  -15.6377	   178.998	   178.998	   178.998
19	    -11408	  -9.63184	   182.332	   182.332	   182.332
20	  -11388.4	   10.0313	   187.171	   187.171	   187.171
21	  -11394.5	   3.94531	   190.322	   190.322	   190.322
22	  -11391.8	   6.65137	   190.604	   190.604	   190.604
23	  -11389.3	   9.15625	    187.95	    187.95	    187.95
24	  -11402.5	  -4.07422	   182.564	   182.564	   182.564
25	  -11404.1	  -5.72949	   175.551	   175.551	   175.551
26	  -11419.4	  -20.9561	   168.828	   168.828	   168.828
27	  -11421.8	   -23.416	   164.193	   164.193	   164.193
28	  -11420.9	  -22.4727	   161.843	   161.843	   161.843
29	  -11417.1	  -18.7246	   160.445	   160.445	   160.445
30	    -11426	   -27.582	   159.135	   159.135	   159.135
31	  -11423.5	  -25.0615	   157.769	   157.769	   157.769
32	  -11415.5	  -17.1191	   155.694	   155.694	   155.694
33	  -11435.5	  -37.1016	   153.083	   153.083	   153.083
34	  -11429.8	  -31.3936	    151.55	    151.55	    151.55
35	    -11425	  -26.5625	   151.588	   151.588	   151.588
36	  -11428.3	  -29.9063	   152.656	   152.656	   152.656
37	  -11427.4	  -29.0029	   155.164	   155.164	   155.164
38	  -11419.4	       -21	   159.452	   159.452	   159.452
39	  -11411.8	  -13.4248	   163.733	   163.733	   163.733
40	  -11400.6	  -2.17871	   164.617	   164.617	   164.617
41	  -11411.2	  -12.7393	   160.619	   160.619	   160.619
