Data	M1
Recipe	AU1404
Site Name	
Points	1998
X-Resolution	0.500751
X-Coord	-7325.62
Y-Coord	34001.54
	       Raw	Intermediate	    Normal	 Roughness	  Waviness
1	  -12307.3	         0	   21.7463	   21.7463	   21.7463
2	  -12313.1	  -5.71582	   39.8955	   39.8955	   39.8955
3	  -12307.7	 -0.306641	   58.1952	   58.1952	   58.1952
4	  -12303.1	   4.19629	   80.3805	   80.3805	   80.3805
5	  -12293.1	   14.2822	   108.996	   108.996	   108.996
6	  -12262.3	   45.0254	   143.173	   143.173	   143.173
7	  -12227.2	   80.1338	   176.881	   176.881	   176.881
8	  -12210.2	   97.1709	   201.604	   201.604	   201.604
9	  -12216.3	    91.042	   211.297	   211.297	   211.297
10	    -12232	   75.3223	   204.973	   204.973	   204.973
11	  -12286.2	   21.1201	   187.169	   187.169	   187.169
12	  -12326.3	  -18.9463	   165.416	   165.416	   165.416
13	    -12349	  -41.7002	   144.557	   144.557	   144.557
14	  -12392.7	  -85.3379	   124.375	   124.375	   124.375
15	  -12410.1	  -102.758	   101.191	   101.191	   101.191
16	    -12450	  -142.664	    71.467	    71.467	    71.467
17	  -12525.2	  -217.806	   39.0891	   39.0891	   39.0891
18	  -12583.5	  -276.133	   17.3405	   17.3405	   17.3405
19	  -12594.4	  -287.009	    17.778	    17.778	    17.778
20	  -12554.2	  -246.865	   38.0703	   38.0703	   38.0703
21	  -12523.5	  -216.162	   64.3002	   64.3002	   64.3002
22	  -12523.5	  -216.191	   84.5084	   84.5084	   84.5084
23	    -12537	  -229.668	   96.3456	   96.3456	   96.3456
24	  -12537.5	  -230.133	   102.802	   102.802	   102.802
25	  -12550.1	  -242.733	   107.257	   107.257	   107.257
26	    -12576	  -268.646	   113.734	   113.734	   113.734
27	  -12562.3	  -254.914	   125.288	   125.288	   125.288
28	  -12557.4	  -250.066	    141.12	    141.12	    141.12
29	  -12560.6	  -253.253	   157.914	   157.914	   157.914
30	  -12541.2	  -233.847	    170.39	    170.39	    170.39
31	  -12540.9	  -233.511	    171.96	    171.96	    171.96
32	  -12592.8	  -285.473	   161.082	   161.082	   161.082
33	  -12631.2	  -323.812	     143.1	     143.1	     143.1
34	  -12648.1	  -340.779	   121.983	   121.983	   121.983
35	  -12688.9	  -381.507	   96.9289	   96.9289	   96.9289
36	    -12742	  -434.699	   68.8848	   68.8848	   68.8848
37	  -12791.5	  -484.146	   43.9763	   43.9763	   43.9763
38	  -12823.2	  -515.846	   28.7823	   28.7823	   28.7823
39	    -12831	   -523.64	   24.0818	   24.0818	   24.0818
40	  -12826.9	    -519.6	   23.8701	   23.8701	   23.8701
41	  -12845.2	  -537.849	   21.4123	   21.4123	   21.4123
42	    -12879	  -571.687	   15.9582	   15.9582	   15.9582
43	    -12894	  -586.691	   12.6928	   12.6928	   12.6928
44	  -12917.4	  -610.055	   18.8296	   18.8296	   18.8296
45	  -12912.8	  -605.436	   39.9993	   39.9993	   39.9993
46	  -12871.6	  -564.293	   75.8346	   75.8346	   75.8346
47	  -12834.4	  -527.043	   118.712	   118.712	   118.712
48	  -12793.6	  -486.265	   158.379	   158.379	   158.379
49	  -12781.3	  -473.965	    187.49	    187.49	    187.49
50	  -12784.1	  -476.798	    203.26	    203.26	    203.26
51	  -12784.7	  -477.395	   204.639	   204.639	   204.639
52	    -12816	  -508.702	   190.481	   190.481	   190.481
53	    -12865	  -557.649	   161.556	   161.556	   161.556
54	  -12921.1	  -613.729	     121.8	     121.8	     121.8
55	  -12988.9	  -681.582	   78.0324	   78.0324	   78.0324
56	  -13058.5	  -751.182	   39.3856	   39.3856	   39.3856
57	  -13098.4	  -791.084	   13.2144	   13.2144	   13.2144
58	    -13105	  -797.623	 -0.543559	 -0.543559	 -0.543559
59	  -13123.1	  -815.799	  -8.08042	  -8.08042	  -8.08042
60	  -13146.3	  -838.987	  -14.6069	  -14.6069	  -14.6069
61	  -13164.3	  -856.985	  -20.4162	  -20.4162	  -20.4162
62	  -13192.9	  -885.597	  -20.8415	  -20.8415	  -20.8415
63	  -13208.3	  -900.933	   -8.3755	   -8.3755	   -8.3755
64	  -13179.3	  -871.986	   20.9992	   20.9992	   20.9992
65	  -13136.5	  -829.154	   62.1933	   62.1933	   62.1933
66	  -13089.9	  -782.513	   103.573	   103.573	   103.573
67	  -13072.7	  -765.323	   135.518	   135.518	   135.518
68	  -13081.2	   -773.88	   156.426	   156.426	   156.426
69	  -13080.1	  -772.804	   170.054	   170.054	   170.054
70	  -13081.5	  -774.126	   178.422	   178.422	   178.422
71	  -13084.9	  -777.522	    179.47	    179.47	    179.47
72	  -13113.6	  -806.223	   170.143	   170.143	   170.143
73	    -13141	  -833.634	   149.659	   149.659	   149.659
74	  -13198.3	  -890.922	   121.149	   121.149	   121.149
75	  -13255.5	  -948.168	   90.8383	   90.8383	   90.8383
76	  -13280.5	  -973.152	   63.2405	   63.2405	   63.2405
77	  -13325.6	  -1018.22	   38.3924	   38.3924	   38.3924
78	  -13356.4	  -1049.03	   14.7855	   14.7855	   14.7855
79	  -13398.2	  -1090.84	  -7.68635	  -7.68635	  -7.68635
80	    -13433	  -1125.68	  -26.8311	  -26.8311	  -26.8311
81	    -13466	  -1158.67	   -38.027	   -38.027	   -38.027
82	  -13487.5	   -1180.2	  -35.7103	  -35.7103	  -35.7103
83	  -13473.9	  -1166.53	   -18.275	   -18.275	   -18.275
84	  -13441.7	  -1134.36	   6.75628	   6.75628	   6.75628
85	  -13404.2	   -1096.9	   26.4235	   26.4235	   26.4235
86	  -13447.3	  -1139.95	   36.6076	   36.6076	   36.6076
87	  -13485.5	  -1178.11	   48.8167	   48.8167	   48.8167
88	    -13448	  -1140.68	   75.3083	   75.3083	   75.3083
89	  -13402.4	   -1095.1	   113.062	   113.062	   113.062
90	    -13364	  -1056.69	   147.944	   147.944	   147.944
91	  -13360.8	  -1053.44	   167.687	   167.687	   167.687
92	  -13373.9	  -1066.56	   167.097	   167.097	   167.097
93	  -13408.5	  -1101.15	   146.376	   146.376	   146.376
94	  -13469.3	  -1161.97	   111.137	   111.137	   111.137
95	  -13550.7	   -1243.4	   73.6955	   73.6955	   73.6955
96	  -13602.7	  -1295.39	    46.183	    46.183	    46.183
97	    -13582	   -1274.7	   28.1373	   28.1373	   28.1373
98	  -13613.5	  -1306.16	   8.63031	   8.63031	   8.63031
99	  -13683.7	  -1376.35	  -16.9506	  -16.9506	  -16.9506
100	  -13723.4	   -1416.1	   -42.189	   -42.189	   -42.189
101	  -13751.7	  -1444.37	  -59.8161	  -59.8161	  -59.8161
102	  -13776.5	  -1469.15	  -66.3862	  -66.3862	  -66.3862
103	    -13790	  -1482.68	   -59.735	   -59.735	   -59.735
104	  -13774.1	  -1466.75	   -39.166	   -39.166	   -39.166
105	  -13751.6	  -1444.27	  -7.28701	  -7.28701	  -7.28701
106	  -13719.9	  -1412.54	   31.1768	   31.1768	   31.1768
107	  -13692.1	   -1384.8	   71.5429	   71.5429	   71.5429
108	  -13664.2	   -1356.9	   108.776	   108.776	   108.776
109	  -13629.1	  -1321.72	   135.761	   135.761	   135.761
110	  -13637.7	   -1330.3	   145.394	   145.394	   145.394
111	  -13665.4	  -1358.02	   135.608	   135.608	   135.608
112	  -13713.9	  -1406.58	   110.428	   110.428	   110.428
113	  -13768.6	  -1461.23	   76.8456	   76.8456	   76.8456
114	  -13821.1	  -1513.72	   41.6783	   41.6783	   41.6783
115	  -13871.6	  -1564.24	   9.83857	   9.83857	   9.83857
116	  -13906.9	  -1599.55	  -16.6001	  -16.6001	  -16.6001
117	  -13940.8	  -1633.46	  -38.5523	  -38.5523	  -38.5523
