Data	M8
Recipe	AU1404
Site Name	
Points	1998
X-Resolution	0.500751
X-Coord	-4836.36
Y-Coord	-12038.77
	       Raw	Intermediate	    Normal	 Roughness	  Waviness
1	  -12824.8	         0	    80.505	    80.505	    80.505
2	  -12818.1	   6.65625	   88.1589	   88.1589	   88.1589
3	  -12800.3	   24.5068	   95.7006	   95.7006	   95.7006
4	  -12802.2	   22.5928	   102.991	   102.991	   102.991
5	  -12789.7	   35.0986	   110.287	   110.287	   110.287
6	  -12774.5	   50.3232	    116.74	    116.74	    116.74
7	  -12772.2	    52.623	   120.939	   120.939	   120.939
8	  -12775.5	   49.2734	   122.846	   122.846	   122.846
9	  -12763.1	   61.6572	   122.794	   122.794	   122.794
10	  -12769.4	   55.4199	   120.549	   120.549	   120.549
11	  -12777.7	   47.0742	   116.604	   116.604	   116.604
12	  -12771.2	   53.5996	   111.967	   111.967	   111.967
13	    -12784	   40.8018	   107.783	   107.783	   107.783
14	  -12788.9	   35.8994	   105.589	   105.589	   105.589
15	  -12775.7	   49.0859	   104.464	   104.464	   104.464
16	  -12765.5	   59.2852	   99.9858	   99.9858	   99.9858
17	  -12792.4	   32.4141	   90.3108	   90.3108	   90.3108
18	  -12813.3	   11.4492	    80.296	    80.296	    80.296
19	  -12809.7	   15.1309	   76.2242	   76.2242	   76.2242
20	  -12808.1	   16.6943	   79.1608	   79.1608	   79.1608
21	  -12777.3	   47.5293	   84.6665	   84.6665	   84.6665
22	  -12779.5	   45.2637	   88.8556	   88.8556	   88.8556
23	  -12803.2	   21.5547	   93.9873	   93.9873	   93.9873
24	  -12766.1	   58.6807	   102.994	   102.994	   102.994
25	  -12739.3	   85.4746	   111.941	   111.941	   111.941
26	  -12753.1	   71.6768	    115.54	    115.54	    115.54
27	  -12751.1	   73.6387	   114.128	   114.128	   114.128
28	  -12755.2	   69.5322	   110.757	   110.757	   110.757
29	  -12758.7	   66.0898	   107.238	   107.238	   107.238
30	  -12756.2	   68.5742	   104.163	   104.163	   104.163
31	  -12765.6	    59.208	   101.497	   101.497	   101.497
32	  -12755.6	   69.1982	    97.455	    97.455	    97.455
33	  -12754.4	   70.3906	   88.2984	   88.2984	   88.2984
34	  -12780.9	   43.8418	   73.2492	   73.2492	   73.2492
35	  -12814.1	   10.6729	   58.5103	   58.5103	   58.5103
36	  -12820.3	   4.49414	   51.7977	   51.7977	   51.7977
37	  -12793.8	   30.9502	   53.8429	   53.8429	   53.8429
38	  -12787.7	   37.0674	   59.6439	   59.6439	   59.6439
39	    -12791	   33.7949	   66.1149	   66.1149	   66.1149
40	    -12773	   51.7471	    73.145	    73.145	    73.145
41	  -12762.3	   62.4668	   80.0463	   80.0463	   80.0463
42	    -12762	   62.7334	   85.8443	   85.8443	   85.8443
43	    -12749	   75.8037	   90.7771	   90.7771	   90.7771
44	  -12750.8	   74.0117	   95.9697	   95.9697	   95.9697
45	  -12743.9	   80.8906	    102.22	    102.22	    102.22
46	  -12719.1	   105.668	   108.262	   108.262	   108.262
47	  -12728.6	   96.2012	   111.779	   111.779	   111.779
48	  -12719.2	   105.561	    111.86	    111.86	    111.86
49	    -12720	    104.75	   109.067	   109.067	   109.067
50	    -12739	     85.79	   105.386	   105.386	   105.386
51	  -12727.5	   97.2686	   102.549	   102.549	   102.549
52	    -12725	   99.8311	   99.3583	   99.3583	   99.3583
53	  -12733.3	   91.4609	   93.7393	   93.7393	   93.7393
54	  -12742.5	   82.2725	   85.9096	   85.9096	   85.9096
55	  -12749.3	   75.4746	   77.7492	   77.7492	   77.7492
56	  -12757.8	   66.9365	   71.1564	   71.1564	   71.1564
57	  -12761.5	   63.2969	   67.0883	   67.0883	   67.0883
58	  -12752.8	   71.9893	   64.7362	   64.7362	   64.7362
59	  -12756.2	   68.5928	   62.9309	   62.9309	   62.9309
60	  -12767.3	   57.4365	   62.5987	   62.5987	   62.5987
61	  -12752.7	   72.0332	   65.1431	   65.1431	   65.1431
62	  -12741.1	   83.6348	   70.0395	   70.0395	   70.0395
