Data	M4
Recipe	AU1404
Site Name	
Points	1998
X-Resolution	0.500751
X-Coord	-6638.02
Y-Coord	14497.38
	       Raw	Intermediate	    Normal	 Roughness	  Waviness
1	  -13404.7	         0	   198.858	   198.858	   198.858
2	    -13418	   -13.377	   191.905	   191.905	   191.905
3	  -13422.9	  -18.2705	   185.264	   185.264	   185.264
4	  -13422.3	  -17.6104	   179.591	   179.591	   179.591
5	  -13434.9	   -30.251	    174.91	    174.91	    174.91
6	  -13432.6	  -27.9102	   170.791	   170.791	   170.791
7	  -13427.7	   -23.082	   165.548	   165.548	   165.548
8	  -13443.8	  -39.1563	   158.594	   158.594	   158.594
9	  -13461.9	  -57.2627	    152.85	    152.85	    152.85
10	  -13449.1	  -44.4141	   151.181	   151.181	   151.181
11	  -13446.3	  -41.6182	   152.767	   152.767	   152.767
12	  -13445.9	  -41.2471	   154.978	   154.978	   154.978
13	  -13432.5	  -27.8867	    155.59	    155.59	    155.59
14	  -13445.2	  -40.5586	   153.765	   153.765	   153.765
15	  -13447.4	  -42.7256	   150.794	   150.794	   150.794
16	  -13447.3	  -42.6768	    148.76	    148.76	    148.76
17	  -13452.6	  -47.9004	   149.046	   149.046	   149.046
18	  -13443.7	  -39.0781	   151.134	   151.134	   151.134
19	  -13430.3	  -25.6709	   151.339	   151.339	   151.339
20	  -13433.8	  -29.1641	    145.61	    145.61	    145.61
21	  -13464.1	  -59.4941	   134.777	   134.777	   134.777
22	  -13473.2	  -68.5342	   123.628	   123.628	   123.628
23	  -13473.2	  -68.5518	    115.07	    115.07	    115.07
24	  -13484.6	   -79.918	   109.189	   109.189	   109.189
25	  -13485.7	  -81.0791	    106.45	    106.45	    106.45
26	  -13487.2	  -82.5137	   108.334	   108.334	   108.334
27	  -13479.7	  -75.0488	   114.989	   114.989	   114.989
28	  -13451.3	  -46.6592	   123.107	   123.107	   123.107
29	  -13450.2	  -45.5635	   128.392	   128.392	   128.392
30	  -13460.1	  -55.4727	   130.455	   130.455	   130.455
31	  -13451.9	   -47.291	   131.721	   131.721	   131.721
32	  -13447.7	  -43.0889	   132.824	   132.824	   132.824
33	  -13446.3	  -41.6094	    132.56	    132.56	    132.56
34	  -13450.7	  -46.0098	   130.617	   130.617	   130.617
35	  -13454.6	  -49.9941	   128.233	   128.233	   128.233
36	  -13456.5	  -51.8584	   126.388	   126.388	   126.388
37	  -13448.5	  -43.8799	   124.043	   124.043	   124.043
38	  -13453.7	    -49.04	   119.286	   119.286	   119.286
39	  -13470.8	  -66.1211	   111.986	   111.986	   111.986
40	  -13465.3	  -60.6934	   103.909	   103.909	   103.909
41	  -13491.4	  -86.7031	   97.9752	   97.9752	   97.9752
42	  -13488.9	  -84.2471	   96.8594	   96.8594	   96.8594
43	  -13463.1	   -58.458	   99.6808	   99.6808	   99.6808
44	  -13475.2	  -70.4961	   103.751	   103.751	   103.751
45	  -13470.3	  -65.6719	   108.953	   108.953	   108.953
46	  -13453.4	   -48.707	   115.681	   115.681	   115.681
47	  -13443.8	  -39.1719	   122.668	   122.668	   122.668
48	  -13449.6	  -44.9131	   129.252	   129.252	   129.252
49	  -13429.8	  -25.1631	   134.585	   134.585	   134.585
50	  -13416.1	  -11.4834	   135.169	   135.169	   135.169
51	    -13438	   -33.377	   128.523	   128.523	   128.523
52	    -13450	  -45.3574	   117.206	   117.206	   117.206
53	    -13469	  -64.2949	    105.97	    105.97	    105.97
54	    -13469	   -64.377	   97.0997	   97.0997	   97.0997
55	  -13470.7	  -66.0664	   90.1323	   90.1323	   90.1323
56	    -13488	   -83.375	   85.6539	   85.6539	   85.6539
57	  -13489.4	  -84.7158	   86.1416	   86.1416	   86.1416
58	  -13468.7	  -64.0186	    91.377	    91.377	    91.377
59	  -13455.1	  -50.4717	   97.2529	   97.2529	   97.2529
60	    -13464	  -59.3838	   100.834	   100.834	   100.834
61	  -13454.6	  -49.9424	   102.786	   102.786	   102.786
62	  -13458.2	  -53.5156	   104.963	   104.963	   104.963
63	  -13454.4	  -49.7686	    108.42	    108.42	    108.42
64	  -13439.9	  -35.2344	   112.501	   112.501	   112.501
65	  -13440.9	  -36.2783	   115.405	   115.405	   115.405
66	  -13438.5	  -33.8271	    115.77	    115.77	    115.77
67	  -13434.3	  -29.6387	   113.237	   113.237	   113.237
68	  -13450.1	  -45.4307	   109.951	   109.951	   109.951
69	  -13461.7	  -57.0918	   110.652	   110.652	   110.652
70	  -13436.6	  -31.9609	   116.648	   116.648	   116.648
71	  -13409.8	  -5.18164	   122.098	   122.098	   122.098
72	  -13425.5	  -20.8379	   121.455	   121.455	   121.455
73	  -13444.6	  -39.9131	   116.634	   116.634	   116.634
74	  -13436.5	   -31.874	   112.582	   112.582	   112.582
75	  -13442.5	  -37.8418	     110.9	     110.9	     110.9
76	  -13435.8	  -31.1807	   110.332	   110.332	   110.332
77	  -13434.2	  -29.5693	   109.644	   109.644	   109.644
78	  -13448.7	  -44.0645	   108.606	   108.606	   108.606
79	  -13426.5	  -21.8291	   105.934	   105.934	   105.934
80	  -13436.8	  -32.1699	   99.4038	   99.4038	   99.4038
81	  -13466.1	  -61.4434	   91.1196	   91.1196	   91.1196
82	  -13469.1	  -64.4668	    87.175	    87.175	    87.175
83	  -13456.7	  -52.0273	   90.0535	   90.0535	   90.0535
84	  -13438.4	  -33.7842	   96.2505	   96.2505	   96.2505
85	  -13439.6	  -34.9482	   101.725	   101.725	   101.725
86	  -13434.1	  -29.4238	   106.635	   106.635	   106.635
87	  -13438.2	  -33.5391	   114.552	   114.552	   114.552
88	  -13419.9	  -15.2705	   127.697	   127.697	   127.697
89	  -13380.2	   24.4512	   143.163	   143.163	   143.163
90	  -13381.2	   23.4336	   155.907	   155.907	   155.907
91	  -13368.9	   35.7568	   163.467	   163.467	   163.467
92	  -13359.7	   44.9893	   164.687	   164.687	   164.687
93	    -13370	   34.6426	     158.1	     158.1	     158.1
94	  -13382.3	   22.3477	   143.557	   143.557	   143.557
95	  -13407.8	  -3.09961	   123.725	   123.725	   123.725
96	  -13440.2	  -35.5264	   104.237	   104.237	   104.237
97	  -13454.8	  -50.1465	   90.8863	   90.8863	   90.8863
98	  -13446.8	  -42.1895	   85.2275	   85.2275	   85.2275
99	  -13449.2	  -44.5156	   84.2244	   84.2244	   84.2244
100	  -13441.6	  -36.9697	   83.2223	   83.2223	   83.2223
101	  -13436.6	  -31.9189	   78.7422	   78.7422	   78.7422
102	  -13464.7	  -60.0645	   72.3184	   72.3184	   72.3184
103	  -13477.8	  -73.1182	   70.6693	   70.6693	   70.6693
104	  -13453.3	  -48.6631	   77.6613	   77.6613	   77.6613
105	  -13428.2	  -23.5146	   88.8496	   88.8496	   88.8496
106	    -13417	  -12.3662	   96.9062	   96.9062	   96.9062
107	  -13424.1	  -19.4033	   99.1844	   99.1844	   99.1844
108	  -13426.3	   -21.666	   98.2022	   98.2022	   98.2022
109	  -13429.6	  -24.9785	   97.2063	   97.2063	   97.2063
110	  -13423.7	  -19.0498	   96.8824	   96.8824	   96.8824
111	  -13418.9	  -14.2832	   95.6588	   95.6588	   95.6588
112	  -13428.9	  -24.2891	   92.7338	   92.7338	   92.7338
113	  -13432.7	  -28.0732	   89.8641	   89.8641	   89.8641
114	  -13437.5	  -32.8516	   89.2852	   89.2852	   89.2852
115	    -13421	  -16.3291	   91.0004	   91.0004	   91.0004
116	  -13425.9	  -21.2715	   93.5352	   93.5352	   93.5352
117	  -13424.2	  -19.5469	   95.7145	   95.7145	   95.7145
118	  -13406.3	  -1.65332	   95.5278	   95.5278	   95.5278
119	  -13420.7	  -16.0449	   90.8322	   90.8322	   90.8322
120	  -13433.3	  -28.5957	   82.8147	   82.8147	   82.8147
121	  -13444.3	  -39.6611	   75.1211	   75.1211	   75.1211
122	  -13443.7	  -39.0088	   69.8208	   69.8208	   69.8208
123	  -13444.4	  -39.7061	   66.3354	   66.3354	   66.3354
124	  -13449.4	  -44.7412	   63.4568	   63.4568	   63.4568
125	  -13446.2	  -41.5518	   60.9431	   60.9431	   60.9431
126	  -13457.8	  -53.1543	   59.6141	   59.6141	   59.6141
127	    -13448	   -43.377	   60.1461	   60.1461	   60.1461
128	  -13442.7	  -38.0742	   62.0394	   62.0394	   62.0394
129	  -13449.4	  -44.7705	   64.8428	   64.8428	   64.8428
130	  -13434.8	  -30.1758	   68.4597	   68.4597	   68.4597
131	  -13430.1	   -25.459	   72.1587	   72.1587	   72.1587
132	  -13434.7	  -30.0762	   75.3295	   75.3295	   75.3295
133	    -13422	  -17.3604	   76.6382	   76.6382	   76.6382
134	  -13412.7	  -8.01953	   72.5708	   72.5708	   72.5708
135	  -13438.3	  -33.6143	   61.5646	   61.5646	   61.5646
136	  -13462.9	  -58.2207	   48.3416	   48.3416	   48.3416
137	  -13473.2	  -68.5635	   40.3602	   40.3602	   40.3602
138	  -13469.5	  -64.8799	   40.9994	   40.9994	   40.9994
139	  -13448.1	  -43.4746	   46.5277	   46.5277	   46.5277
140	  -13430.6	  -25.9082	   48.9472	   48.9472	   48.9472
141	  -13446.9	  -42.2275	   43.5081	   43.5081	   43.5081
142	  -13473.8	  -69.0977	   32.9621	   32.9621	   32.9621
143	  -13472.9	  -68.2393	    22.935	    22.935	    22.935
144	  -13483.7	  -79.0557	   16.8693	   16.8693	   16.8693
145	  -13490.8	  -86.1611	   16.7345	   16.7345	   16.7345
146	  -13473.3	  -68.6816	   23.0519	   23.0519	   23.0519
147	  -13459.2	  -54.5566	   33.2934	   33.2934	   33.2934
148	  -13443.1	  -38.4756	    43.429	    43.429	    43.429
149	  -13437.2	  -32.5781	   50.8539	   50.8539	   50.8539
150	  -13434.1	  -29.4053	   55.2195	   55.2195	   55.2195
151	  -13431.4	  -26.7178	   56.8321	   56.8321	   56.8321
152	  -13427.2	  -22.5322	   54.8961	   54.8961	   54.8961
153	  -13430.4	  -25.7246	   48.7463	   48.7463	   48.7463
154	  -13458.7	  -54.0098	    40.661	    40.661	    40.661
155	  -13455.7	  -51.0566	   33.9666	   33.9666	   33.9666
156	    -13449	  -44.3535	   28.3549	   28.3549	   28.3549
157	    -13464	  -59.3535	   21.3125	   21.3125	   21.3125
158	  -13470.2	  -65.5088	   12.5048	   12.5048	   12.5048
159	  -13483.7	   -79.002	   3.92667	   3.92667	   3.92667
160	  -13491.1	  -86.4551	   -2.1538	   -2.1538	   -2.1538
161	    -13486	  -81.3027	  -4.16617	  -4.16617	  -4.16617
162	  -13494.4	  -89.7363	 -0.495606	 -0.495606	 -0.495606
163	  -13482.6	  -77.9082	   9.57272	   9.57272	   9.57272
164	  -13440.4	  -35.7559	   22.4439	   22.4439	   22.4439
165	  -13442.4	  -37.7871	   32.5446	   32.5446	   32.5446
166	  -13442.1	  -37.4561	   38.3864	   38.3864	   38.3864
167	  -13431.4	  -26.7109	   41.2056	   41.2056	   41.2056
168	  -13430.6	  -25.9346	   40.5275	   40.5275	   40.5275
169	  -13431.6	  -26.9043	   35.2166	   35.2166	   35.2166
170	  -13452.2	  -47.5908	   27.0674	   27.0674	   27.0674
171	  -13463.8	  -59.1846	   20.7839	   20.7839	   20.7839
172	  -13460.3	  -55.6006	   19.2961	   19.2961	   19.2961
173	  -13442.9	  -38.2305	   20.8976	   20.8976	   20.8976
174	  -13450.4	  -45.7695	   23.1494	   23.1494	   23.1494
175	  -13456.5	  -51.8936	   26.3922	   26.3922	   26.3922
176	  -13430.1	  -25.4492	   29.7283	   29.7283	   29.7283
177	  -13424.2	  -19.5635	   29.0211	   29.0211	   29.0211
178	  -13451.1	  -46.4004	   23.6627	   23.6627	   23.6627
179	  -13462.8	  -58.1025	   19.1583	   19.1583	   19.1583
180	  -13447.3	  -42.6348	   19.9473	   19.9473	   19.9473
181	  -13444.4	   -39.792	   25.3258	   25.3258	   25.3258
182	  -13430.7	  -26.0381	   32.9322	   32.9322	   32.9322
183	  -13426.2	   -21.502	   41.6915	   41.6915	   41.6915
184	    -13416	  -11.3545	   50.6291	   50.6291	   50.6291
185	  -13390.5	   14.1758	   56.3719	   56.3719	   56.3719
186	  -13398.5	   6.15625	   54.7358	   54.7358	   54.7358
187	    -13412	  -7.33398	    45.369	    45.369	    45.369
188	  -13431.8	  -27.1172	   32.2583	   32.2583	   32.2583
189	  -13445.3	   -40.626	   20.2182	   20.2182	   20.2182
190	    -13454	  -49.3027	   11.6316	   11.6316	   11.6316
191	  -13449.1	  -44.4111	   5.10148	   5.10148	   5.10148
192	  -13450.6	  -45.9834	  -2.22156	  -2.22156	  -2.22156
193	  -13478.9	  -74.2041	    -9.946	    -9.946	    -9.946
194	  -13476.4	  -71.7197	  -14.7958	  -14.7958	  -14.7958
195	  -13470.4	  -65.6982	  -15.7728	  -15.7728	  -15.7728
196	  -13469.7	  -65.0527	  -14.9712	  -14.9712	  -14.9712
197	  -13465.1	  -60.4111	  -14.3477	  -14.3477	  -14.3477
198	  -13469.3	  -64.6768	  -14.3132	  -14.3132	  -14.3132
199	  -13467.7	  -63.0479	   -15.007	   -15.007	   -15.007
200	  -13459.6	  -54.9844	  -17.8787	  -17.8787	  -17.8787
201	    -13471	  -66.3193	  -23.8773	  -23.8773	  -23.8773
202	  -13490.1	  -85.4727	   -30.118	   -30.118	   -30.118
203	  -13490.7	  -85.9951	  -31.5201	  -31.5201	  -31.5201
204	  -13479.6	  -74.9063	  -25.6475	  -25.6475	  -25.6475
205	  -13464.8	  -60.1738	  -14.3024	  -14.3024	  -14.3024
206	  -13444.6	  -39.9102	  -2.38439	  -2.38439	  -2.38439
207	  -13421.2	  -16.5225	   4.41624	   4.41624	   4.41624
208	    -13443	  -38.3105	   4.39629	   4.39629	   4.39629
209	  -13450.7	  -46.0127	   1.52617	   1.52617	   1.52617
210	  -13440.4	  -35.7373	 -0.120399	 -0.120399	 -0.120399
211	  -13449.3	  -44.6816	 -0.559751	 -0.559751	 -0.559751
212	  -13431.7	  -27.0781	  -2.77448	  -2.77448	  -2.77448
213	    -13444	  -39.3633	  -9.49503	  -9.49503	  -9.49503
214	  -13465.2	  -60.5098	  -19.3994	  -19.3994	  -19.3994
215	  -13474.4	  -69.7129	   -27.455	   -27.455	   -27.455
216	  -13478.5	  -73.8125	  -29.0479	  -29.0479	  -29.0479
217	  -13467.8	  -63.1396	  -22.2584	  -22.2584	  -22.2584
218	    -13456	   -51.373	  -8.43636	  -8.43636	  -8.43636
219	    -13413	  -8.33887	   7.60478	   7.60478	   7.60478
220	  -13412.9	  -8.26758	    20.827	    20.827	    20.827
221	  -13406.2	  -1.55664	    30.309	    30.309	    30.309
222	  -13390.6	   14.0703	   38.0659	   38.0659	   38.0659
223	  -13398.2	   6.49023	   45.8188	   45.8188	   45.8188
224	  -13369.7	   34.9639	   53.2385	   53.2385	   53.2385
225	    -13369	   35.7021	   57.5183	   57.5183	   57.5183
226	  -13368.9	   35.7588	   55.4394	   55.4394	   55.4394
227	    -13369	   35.6729	   45.2624	   45.2624	   45.2624
228	  -13402.2	   2.47363	   28.5905	   28.5905	   28.5905
229	  -13429.1	  -24.4492	   10.7983	   10.7983	   10.7983
230	  -13434.4	  -29.7627	  -3.83219	  -3.83219	  -3.83219
231	  -13436.3	  -31.6582	   -15.188	   -15.188	   -15.188
232	  -13461.6	  -56.9229	  -23.1194	  -23.1194	  -23.1194
233	  -13464.3	  -59.6104	  -25.7072	  -25.7072	  -25.7072
234	  -13438.7	    -34.04	  -24.4824	  -24.4824	  -24.4824
235	  -13441.7	   -37.083	  -25.0646	  -25.0646	  -25.0646
236	  -13448.5	  -43.8164	  -30.5249	  -30.5249	  -30.5249
237	    -13464	  -59.3848	  -37.6777	  -37.6777	  -37.6777
238	  -13483.7	  -79.0186	  -40.0717	  -40.0717	  -40.0717
239	  -13455.9	  -51.2656	  -34.8797	  -34.8797	  -34.8797
240	  -13437.5	  -32.8613	  -25.9203	  -25.9203	  -25.9203
241	    -13440	  -35.3398	  -18.5132	  -18.5132	  -18.5132
242	  -13422.1	  -17.4336	  -15.3512	  -15.3512	  -15.3512
