Data	M2
Recipe	AU1404
Site Name	
Points	1998
X-Resolution	0.500751
X-Coord	-7090.91
Y-Coord	27653.00
	       Raw	Intermediate	    Normal	 Roughness	  Waviness
1	    -12103	         0	   153.559	   153.559	   153.559
2	  -12124.9	  -21.9102	   146.341	   146.341	   146.341
3	  -12137.7	   -34.707	   139.164	   139.164	   139.164
4	  -12160.1	  -57.1484	   132.048	   132.048	   132.048
5	  -12174.1	  -71.1611	   124.971	   124.971	   124.971
6	  -12192.9	  -89.9805	   118.154	   118.154	   118.154
7	    -12214	  -110.999	   112.512	   112.512	   112.512
8	  -12226.2	  -123.246	   109.057	   109.057	   109.057
9	  -12234.2	  -131.266	   107.716	   107.716	   107.716
10	  -12247.9	  -144.986	   107.941	   107.941	   107.941
11	  -12257.7	  -154.753	   109.893	   109.893	   109.893
12	  -12261.1	   -158.14	   114.084	   114.084	   114.084
13	  -12270.4	  -167.396	   120.592	   120.592	   120.592
14	  -12266.3	  -163.306	   128.111	   128.111	   128.111
15	  -12261.6	  -158.673	   133.683	   133.683	   133.683
16	  -12280.4	  -177.489	   135.771	   135.771	   135.771
17	  -12299.8	  -196.858	   136.524	   136.524	   136.524
18	  -12297.7	  -194.706	   138.319	   138.319	   138.319
19	  -12305.9	  -202.959	   140.665	   140.665	   140.665
20	  -12319.2	  -216.281	   141.905	   141.905	   141.905
21	  -12320.9	  -217.938	   140.686	   140.686	   140.686
22	  -12342.8	  -239.871	   136.398	   136.398	   136.398
23	  -12364.3	  -261.381	   130.058	   130.058	   130.058
24	  -12376.8	  -273.886	   123.121	   123.121	   123.121
25	  -12396.3	  -293.296	   115.937	   115.937	   115.937
26	  -12416.7	  -313.784	   108.244	   108.244	   108.244
27	  -12428.3	  -325.348	   99.7832	   99.7832	   99.7832
28	  -12456.8	  -353.807	   91.3829	   91.3829	   91.3829
29	  -12480.4	   -377.47	   85.7202	   85.7202	   85.7202
30	    -12481	  -378.026	   85.1189	   85.1189	   85.1189
31	  -12495.2	  -392.255	   89.8009	   89.8009	   89.8009
32	  -12490.1	  -387.189	   98.4168	   98.4168	   98.4168
33	  -12483.6	  -380.645	   108.174	   108.174	   108.174
34	  -12490.1	  -387.111	   115.957	   115.957	   115.957
35	  -12492.6	   -389.64	   120.168	   120.168	   120.168
36	  -12507.3	  -404.355	   121.046	   121.046	   121.046
37	  -12519.1	  -416.121	   120.372	   120.372	   120.372
38	  -12538.4	   -435.46	   120.434	   120.434	   120.434
39	  -12535.4	  -432.449	   121.707	   121.707	   121.707
40	  -12544.5	  -441.506	   122.061	   122.061	   122.061
41	  -12562.7	  -459.763	   118.852	   118.852	   118.852
42	  -12568.1	    -465.1	   110.481	   110.481	   110.481
43	  -12609.1	  -506.173	   97.7264	   97.7264	   97.7264
44	  -12636.1	  -533.157	   84.6656	   84.6656	   84.6656
45	  -12657.7	  -554.742	   75.4467	   75.4467	   75.4467
46	  -12663.5	  -560.593	   70.7405	   70.7405	   70.7405
47	    -12679	  -576.035	   68.8896	   68.8896	   68.8896
48	  -12691.9	  -588.896	   68.6583	   68.6583	   68.6583
49	  -12693.1	  -590.182	   69.5259	   69.5259	   69.5259
50	  -12713.7	  -610.769	   71.4373	   71.4373	   71.4373
51	    -12711	  -608.033	   75.1096	   75.1096	   75.1096
52	  -12725.4	  -622.492	   81.6378	   81.6378	   81.6378
53	  -12723.2	  -620.262	   91.3731	   91.3731	   91.3731
54	  -12709.8	  -606.797	   102.272	   102.272	   102.272
55	  -12716.2	  -613.227	   111.183	   111.183	   111.183
56	  -12724.7	  -621.734	   117.151	   117.151	   117.151
57	  -12729.8	  -626.847	   121.065	   121.065	   121.065
58	    -12735	  -632.046	   123.466	   123.466	   123.466
59	  -12753.7	   -650.71	   124.194	   124.194	   124.194
60	  -12750.4	  -647.418	   122.124	   122.124	   122.124
61	  -12773.8	  -670.869	   115.753	   115.753	   115.753
62	    -12803	  -700.067	   105.431	   105.431	   105.431
63	  -12816.7	  -713.792	   92.8763	   92.8763	   92.8763
64	  -12849.9	  -746.984	   79.7904	   79.7904	   79.7904
