Data	M7
Recipe	AU1404
Site Name	
Points	1998
X-Resolution	0.500751
X-Coord	-4413.22
Y-Coord	8014.16
	       Raw	Intermediate	    Normal	 Roughness	  Waviness
1	  -13147.1	         0	   30.9146	   30.9146	   30.9146
2	  -13125.1	   21.9473	   33.3358	   33.3358	   33.3358
3	  -13120.3	   26.7764	   35.1213	   35.1213	   35.1213
4	  -13127.5	   19.5732	   34.8443	   34.8443	   34.8443
5	  -13124.4	   22.6875	   34.7024	   34.7024	   34.7024
6	  -13123.8	   23.2793	   37.9885	   37.9885	   37.9885
7	  -13116.2	   30.8525	   45.5734	   45.5734	   45.5734
8	  -13078.9	   68.1455	    52.821	    52.821	    52.821
9	  -13074.3	   72.7813	   52.4526	   52.4526	   52.4526
10	  -13100.7	   46.3926	   44.3999	   44.3999	   44.3999
11	  -13131.9	   15.1973	   38.3943	   38.3943	   38.3943
12	  -13107.8	   39.2432	   42.0663	   42.0663	   42.0663
13	  -13064.5	   82.6074	   50.8131	   50.8131	   50.8131
14	  -13070.2	   76.8789	   54.6073	   54.6073	   54.6073
15	  -13074.7	   72.3945	   49.7303	   49.7303	   49.7303
16	  -13089.5	    57.543	   39.6686	   39.6686	   39.6686
17	  -13105.3	     41.75	   29.7709	   29.7709	   29.7709
18	    -13102	   45.1182	   23.0428	   23.0428	   23.0428
19	  -13099.5	   47.5732	   19.4783	   19.4783	   19.4783
20	  -13106.5	   40.5537	   19.3217	   19.3217	   19.3217
21	  -13103.4	    43.709	   24.2349	   24.2349	   24.2349
22	  -13075.8	    71.293	   33.2398	   33.2398	   33.2398
23	  -13058.7	   88.3369	   40.9701	   40.9701	   40.9701
24	  -13054.1	     92.96	   42.7422	   42.7422	   42.7422
25	  -13069.1	   77.9775	   39.7596	   39.7596	   39.7596
26	  -13078.2	    68.915	   37.1814	   37.1814	   37.1814
27	  -13058.3	   88.8252	   37.0342	   37.0342	   37.0342
28	    -13050	   97.0381	   36.6795	   36.6795	   36.6795
29	  -13065.7	   81.3789	   36.0717	   36.0717	   36.0717
30	  -13075.2	   71.9336	   40.8026	   40.8026	   40.8026
31	  -13035.9	   111.149	   53.9813	   53.9813	   53.9813
32	  -13010.8	   136.305	   69.1688	   69.1688	   69.1688
33	  -12980.5	   166.599	   73.8317	   73.8317	   73.8317
34	  -12986.9	   160.141	    60.151	    60.151	    60.151
35	  -13070.4	    76.707	   35.6628	   35.6628	   35.6628
36	    -13092	   55.0977	   18.7621	   18.7621	   18.7621
37	  -13066.2	   80.8643	   19.5081	   19.5081	   19.5081
38	  -13032.1	   114.979	   31.5384	   31.5384	   31.5384
39	  -13013.3	   133.821	   42.4988	   42.4988	   42.4988
40	  -13010.7	   136.351	   45.5868	   45.5868	   45.5868
41	  -13021.1	   125.961	   42.4868	   42.4868	   42.4868
42	    -13036	   111.047	   39.9481	   39.9481	   39.9481
43	  -13022.8	   124.298	   43.1295	   43.1295	   43.1295
44	  -13002.1	   145.008	   50.6423	   50.6423	   50.6423
45	  -12985.3	   161.826	   56.4806	   56.4806	   56.4806
46	  -12986.7	   160.431	   56.2079	   56.2079	   56.2079
47	  -12999.1	   147.981	   50.3865	   50.3865	   50.3865
48	  -13002.5	   144.539	   43.0667	   43.0667	   43.0667
49	  -13016.1	    130.96	   38.9528	   38.9528	   38.9528
50	  -13008.8	   138.311	   40.6887	   40.6887	   40.6887
51	  -12985.6	   161.508	    45.783	    45.783	    45.783
52	  -12975.1	   172.003	   47.7096	   47.7096	   47.7096
53	  -12976.8	   170.321	   42.9964	   42.9964	   42.9964
54	  -13013.5	   133.542	   36.8966	   36.8966	   36.8966
55	  -13011.5	   135.635	   38.4117	   38.4117	   38.4117
56	  -12968.4	   178.682	   48.6717	   48.6717	   48.6717
57	  -12950.9	   196.138	   59.8777	   59.8777	   59.8777
58	  -12947.6	   199.445	   66.0701	   66.0701	   66.0701
59	  -12954.3	   192.779	   69.1182	   69.1182	   69.1182
60	  -12950.8	   196.275	   74.0324	   74.0324	   74.0324
61	  -12928.3	    218.78	   81.0009	   81.0009	   81.0009
62	  -12905.7	    241.43	   82.8843	   82.8843	   82.8843
63	  -12909.9	   237.226	   72.2307	   72.2307	   72.2307
64	  -12958.6	   188.491	   51.8059	   51.8059	   51.8059
65	  -12999.2	   147.864	   34.8229	   34.8229	   34.8229
66	  -12983.1	   163.938	   31.1082	   31.1082	   31.1082
67	  -12947.4	   199.657	   36.3961	   36.3961	   36.3961
68	  -12935.6	   211.458	   39.6986	   39.6986	   39.6986
69	    -12961	   186.048	   37.6833	   37.6833	   37.6833
70	  -12966.8	   180.306	   35.7889	   35.7889	   35.7889
71	  -12946.8	    200.32	   36.8084	   36.8084	   36.8084
72	  -12930.3	   216.743	   35.7414	   35.7414	   35.7414
73	  -12941.9	    205.14	   28.3239	   28.3239	   28.3239
74	  -12980.3	    166.77	   19.9009	   19.9009	   19.9009
75	  -12978.3	   168.743	   20.3964	   20.3964	   20.3964
76	  -12940.1	   206.957	   31.4279	   31.4279	   31.4279
77	  -12908.6	   238.463	   44.4455	   44.4455	   44.4455
78	  -12911.3	   235.766	   51.7374	   51.7374	   51.7374
79	  -12912.5	   234.615	     53.92	     53.92	     53.92
80	  -12914.3	   232.758	   56.7439	   56.7439	   56.7439
