Data	M1
Recipe	AU1404
Site Name	
Points	1998
X-Resolution	0.500751
X-Coord	-4728.93
Y-Coord	-35270.80
	       Raw	Intermediate	    Normal	 Roughness	  Waviness
1	  -12654.9	         0	   710.686	   710.686	   710.686
2	    -12663	  -8.13184	   709.016	   709.016	   709.016
3	    -12656	  -1.05469	    707.34	    707.34	    707.34
4	  -12664.2	  -9.31836	   705.737	   705.737	   705.737
5	  -12661.3	  -6.39746	    704.08	    704.08	    704.08
6	  -12676.6	  -21.6943	   702.428	   702.428	   702.428
7	  -12683.5	  -28.5781	   700.859	   700.859	   700.859
8	  -12677.7	  -22.7559	   699.243	   699.243	   699.243
9	  -12683.1	  -28.2285	   697.635	   697.635	   697.635
10	  -12684.6	  -29.6992	   696.107	   696.107	   696.107
11	  -12687.8	  -32.8779	   694.524	   694.524	   694.524
12	  -12679.5	  -24.6104	   692.936	   692.936	   692.936
13	  -12684.4	  -29.5176	   691.408	   691.408	   691.408
14	  -12676.8	  -21.9287	   689.805	   689.805	   689.805
15	  -12665.9	  -10.9688	   688.173	   688.173	   688.173
16	  -12666.5	  -11.6221	   686.576	   686.576	   686.576
17	  -12661.2	  -6.32129	   684.881	   684.881	   684.881
18	  -12670.8	  -15.9033	   683.135	   683.135	   683.135
19	  -12662.2	  -7.32031	   681.406	   681.406	   681.406
20	  -12657.4	  -2.49805	   679.566	   679.566	   679.566
21	    -12660	  -5.12793	    677.67	    677.67	    677.67
22	    -12656	  -1.11914	   675.788	   675.788	   675.788
23	  -12664.3	  -9.43652	   673.801	   673.801	   673.801
24	  -12664.2	  -9.27441	   671.766	   671.766	   671.766
25	  -12673.7	  -18.8115	   669.759	   669.759	   669.759
26	  -12687.5	  -32.5449	   667.663	   667.663	   667.663
27	  -12690.5	  -35.6328	   665.537	   665.537	   665.537
28	  -12681.5	  -26.6318	   663.456	   663.456	   663.456
29	  -12679.5	   -24.543	   661.303	   661.303	   661.303
30	  -12685.2	  -30.3086	   659.136	   659.136	   659.136
31	  -12684.7	  -29.8105	   657.026	   657.026	   657.026
32	  -12687.1	  -32.2354	   654.854	   654.854	   654.854
33	  -12681.3	  -26.4141	   652.674	   652.674	   652.674
34	  -12682.9	  -27.9707	   650.554	   650.554	   650.554
35	  -12680.2	  -25.2432	   648.375	   648.375	   648.375
36	  -12674.8	  -19.9346	   646.186	   646.186	   646.186
37	  -12679.5	  -24.5762	   644.055	   644.055	   644.055
38	  -12678.4	  -23.5283	   641.863	   641.863	   641.863
39	  -12685.1	  -30.2344	    639.66	    639.66	    639.66
40	  -12687.3	  -32.4258	   637.513	   637.513	   637.513
41	  -12689.9	  -34.9473	   635.305	   635.305	   635.305
42	  -12685.4	  -30.5107	    633.09	    633.09	    633.09
43	    -12681	  -26.1104	   630.933	   630.933	   630.933
44	  -12690.2	  -35.2842	   628.722	   628.722	   628.722
45	  -12684.8	   -29.874	    626.51	    626.51	    626.51
46	    -12691	  -36.0439	   624.364	   624.364	   624.364
47	  -12695.8	  -40.8428	   622.173	   622.173	   622.173
48	  -12688.4	  -33.4541	    619.99	    619.99	    619.99
49	  -12695.2	  -40.3379	    617.88	    617.88	    617.88
50	    -12694	  -39.1191	   615.731	   615.731	   615.731
51	  -12698.6	  -43.6963	   613.595	   613.595	   613.595
52	  -12699.2	  -44.2881	   611.534	   611.534	   611.534
53	  -12693.6	  -38.6816	   609.435	   609.435	   609.435
54	  -12703.9	  -48.9727	   607.346	   607.346	   607.346
55	  -12697.7	  -42.7891	   605.329	   605.329	   605.329
56	  -12700.6	  -45.7061	    603.27	    603.27	    603.27
57	  -12705.3	  -50.4141	   601.217	   601.217	   601.217
58	  -12700.8	  -45.8535	   599.228	   599.228	   599.228
59	  -12703.4	  -48.4707	   597.194	   597.194	   597.194
60	  -12697.2	  -42.2646	   595.163	   595.163	   595.163
61	  -12704.8	  -49.8789	   593.196	   593.196	   593.196
62	  -12696.9	  -41.9551	   591.185	   591.185	   591.185
63	  -12691.5	  -36.6113	   589.181	   589.181	   589.181
64	  -12701.5	  -46.6025	   587.248	   587.248	   587.248
65	  -12687.1	    -32.21	   585.281	   585.281	   585.281
66	  -12692.9	  -38.0205	   583.331	   583.331	   583.331
67	  -12697.5	  -42.5439	   581.463	   581.463	   581.463
68	  -12698.8	  -43.9199	   579.573	   579.573	   579.573
69	  -12712.6	  -57.6738	   577.711	   577.711	   577.711
70	  -12709.4	  -54.4609	   575.936	   575.936	   575.936
71	  -12721.9	  -67.0381	   574.145	   574.145	   574.145
72	  -12723.3	  -68.3916	   572.382	   572.382	   572.382
73	  -12720.5	  -65.5771	   570.704	   570.704	   570.704
74	  -12722.5	  -67.6367	   569.003	   569.003	   569.003
75	  -12713.5	  -58.6094	    567.32	    567.32	    567.32
76	  -12721.1	  -66.1836	   565.708	   565.708	   565.708
77	  -12706.3	  -51.4092	   564.058	   564.058	   564.058
78	    -12696	  -41.0869	   562.409	   562.409	   562.409
79	    -12706	  -51.0625	   560.815	   560.815	   560.815
80	  -12697.7	  -42.8291	   559.167	   559.167	   559.167
81	  -12695.6	  -40.6846	   557.507	   557.507	   557.507
82	  -12684.5	  -29.5898	   555.887	   555.887	   555.887
83	  -12693.2	  -38.2705	   554.205	   554.205	   554.205
84	    -12719	  -64.0664	   552.503	   552.503	   552.503
85	    -12715	  -60.0439	   550.834	   550.834	   550.834
86	  -12711.9	  -56.9854	     549.1	     549.1	     549.1
87	  -12704.7	  -49.7598	    547.34	    547.34	    547.34
88	  -12713.5	  -58.6016	   545.608	   545.608	   545.608
89	  -12722.8	  -67.8789	   543.805	   543.805	   543.805
90	  -12715.5	  -60.5723	   541.969	   541.969	   541.969
91	  -12721.3	  -66.3545	   540.149	   540.149	   540.149
92	  -12713.3	  -58.3906	   538.246	   538.246	   538.246
93	  -12711.3	  -56.4092	   536.294	   536.294	   536.294
94	  -12711.7	  -56.8154	    534.34	    534.34	    534.34
95	  -12701.9	  -46.9512	   532.283	   532.283	   532.283
96	  -12707.9	  -52.9609	   530.157	   530.157	   530.157
