Data	M3
Recipe	AU1404
Site Name	
Points	1998
X-Resolution	0.500751
X-Coord	-4796.69
Y-Coord	1302.65
	       Raw	Intermediate	    Normal	 Roughness	  Waviness
1	  -8330.72	         0	    161.53	    161.53	    161.53
2	  -8366.03	  -35.3184	   138.736	   138.736	   138.736
3	  -8409.56	  -78.8438	   116.066	   116.066	   116.066
4	  -8420.33	  -89.6143	    102.74	    102.74	    102.74
5	  -8400.56	  -69.8447	   98.7711	   98.7711	   98.7711
6	  -8383.28	  -52.5654	   94.5232	   94.5232	   94.5232
7	  -8401.85	  -71.1357	   81.5383	   81.5383	   81.5383
8	  -8437.86	  -107.146	   61.4813	   61.4813	   61.4813
9	  -8463.32	  -132.601	   44.1601	   44.1601	   44.1601
10	     -8475	  -144.283	   38.9079	   38.9079	   38.9079
11	  -8447.46	  -116.744	   47.1479	   47.1479	   47.1479
12	   -8412.6	  -81.8867	   61.1372	   61.1372	   61.1372
13	  -8395.92	  -65.2021	   70.9552	   70.9552	   70.9552
14	  -8403.88	  -73.1621	   73.6141	   73.6141	   73.6141
15	  -8417.64	  -86.9258	   74.5128	   74.5128	   74.5128
16	  -8403.13	  -72.4092	   80.0729	   80.0729	   80.0729
17	  -8383.69	  -52.9746	   90.6631	   90.6631	   90.6631
18	  -8360.96	  -30.2471	   100.864	   100.864	   100.864
19	  -8348.33	  -17.6191	   104.876	   104.876	   104.876
20	  -8365.63	  -34.9141	   102.052	   102.052	   102.052
21	  -8375.64	  -44.9248	   97.0259	   97.0259	   97.0259
22	  -8370.12	  -39.4004	   93.4925	   93.4925	   93.4925
23	  -8361.64	  -30.9199	   90.1232	   90.1232	   90.1232
24	  -8369.32	  -38.6064	   83.6795	   83.6795	   83.6795
25	  -8380.22	  -49.5039	   73.2221	   73.2221	   73.2221
26	   -8390.9	  -60.1807	   60.1187	   60.1187	   60.1187
27	  -8408.05	   -77.335	   46.4322	   46.4322	   46.4322
28	  -8413.49	  -82.7734	   34.7778	   34.7778	   34.7778
29	   -8434.2	  -103.482	   28.7906	   28.7906	   28.7906
30	  -8425.05	   -94.333	   30.5824	   30.5824	   30.5824
31	  -8390.63	   -59.916	   36.4261	   36.4261	   36.4261
32	  -8391.58	  -60.8662	   39.8011	   39.8011	   39.8011
33	  -8401.59	   -70.874	   39.1298	   39.1298	   39.1298
34	  -8403.02	  -72.3018	   37.1512	   37.1512	   37.1512
35	  -8386.22	  -55.5088	   35.1525	   35.1525	   35.1525
36	   -8402.4	  -71.6836	   34.2255	   34.2255	   34.2255
37	  -8410.94	  -80.2266	   38.7059	   38.7059	   38.7059
38	  -8376.93	  -46.2129	   50.6366	   50.6366	   50.6366
39	  -8343.26	    -12.54	    64.184	    64.184	    64.184
40	  -8336.48	  -5.76758	   72.0562	   72.0562	   72.0562
41	  -8353.05	   -22.335	   74.0323	   74.0323	   74.0323
42	  -8342.79	  -12.0791	   74.4682	   74.4682	   74.4682
