Data	M2
Recipe	AU1404
Site Name	
Points	1998
X-Resolution	0.500751
X-Coord	-2938.84
Y-Coord	34576.99
	       Raw	Intermediate	    Normal	 Roughness	  Waviness
236	  -12680.9	  -3128.54	   40.8171	   40.8171	   40.8171
237	  -12691.5	  -3139.14	   51.6726	   51.6726	   51.6726
238	    -12704	  -3151.68	   52.6569	   52.6569	   52.6569
239	    -12722	  -3169.66	   46.2847	   46.2847	   46.2847
240	  -12752.2	  -3199.89	   34.4708	   34.4708	   34.4708
241	  -12787.7	  -3235.37	   20.6181	   20.6181	   20.6181
242	  -12815.1	  -3262.76	   8.69314	   8.69314	   8.69314
243	  -12832.6	  -3280.31	  0.203107	  0.203107	  0.203107
244	  -12847.8	  -3295.45	  -6.76093	  -6.76093	  -6.76093
245	  -12866.9	  -3314.58	  -15.0953	  -15.0953	  -15.0953
246	    -12896	   -3343.7	  -25.0749	  -25.0749	  -25.0749
247	  -12929.8	  -3377.51	  -33.3641	  -33.3641	  -33.3641
248	  -12942.7	  -3390.36	  -37.1518	  -37.1518	  -37.1518
249	  -12940.4	  -3388.08	  -38.9224	  -38.9224	  -38.9224
250	  -12957.1	  -3404.75	  -43.8066	  -43.8066	  -43.8066
251	  -12998.7	  -3446.33	  -52.5026	  -52.5026	  -52.5026
252	  -13017.8	  -3465.49	  -60.9905	  -60.9905	  -60.9905
253	  -13033.5	  -3481.11	  -65.9032	  -65.9032	  -65.9032
254	  -13053.6	  -3501.22	   -65.777	   -65.777	   -65.777
255	  -13059.9	  -3507.56	  -59.4623	  -59.4623	  -59.4623
256	  -13059.4	  -3507.02	  -46.9424	  -46.9424	  -46.9424
257	  -13046.5	   -3494.2	  -30.0803	  -30.0803	  -30.0803
258	  -13049.4	  -3497.06	  -10.9958	  -10.9958	  -10.9958
259	  -13039.6	  -3487.27	   7.89593	   7.89593	   7.89593
260	  -13016.7	  -3464.33	   21.1841	   21.1841	   21.1841
261	  -13033.8	  -3481.49	   22.7467	   22.7467	   22.7467
262	  -13071.8	  -3519.48	   12.1576	   12.1576	   12.1576
263	    -13108	   -3555.7	  -5.98721	  -5.98721	  -5.98721
264	  -13135.2	  -3582.87	  -28.8114	  -28.8114	  -28.8114
265	  -13173.3	  -3620.95	  -56.4707	  -56.4707	  -56.4707
266	  -13235.2	  -3682.88	  -86.6041	  -86.6041	  -86.6041
267	  -13284.2	  -3731.86	  -112.347	  -112.347	  -112.347
268	  -13309.5	  -3757.17	  -128.366	  -128.366	  -128.366
269	  -13316.5	  -3764.13	  -136.225	  -136.225	  -136.225
270	  -13329.5	  -3777.19	  -141.416	  -141.416	  -141.416
271	  -13360.3	  -3807.94	  -145.822	  -145.822	  -145.822
272	  -13382.5	  -3830.18	  -145.066	  -145.066	  -145.066
273	  -13386.5	  -3834.11	  -133.152	  -133.152	  -133.152
274	  -13367.6	  -3815.31	  -107.477	  -107.477	  -107.477
275	    -13344	  -3791.68	  -69.3299	  -69.3299	  -69.3299
276	  -13305.2	  -3752.91	  -23.3054	  -23.3054	  -23.3054
277	  -13248.9	  -3696.61	   21.7301	   21.7301	   21.7301
278	  -13223.7	  -3671.33	   55.3896	   55.3896	   55.3896
279	    -13232	  -3679.67	   72.6854	   72.6854	   72.6854
280	  -13247.8	  -3695.48	     75.46	     75.46	     75.46
281	  -13265.2	  -3712.85	   66.9195	   66.9195	   66.9195
282	    -13298	  -3745.63	   48.7171	   48.7171	   48.7171
283	    -13348	  -3795.63	   22.7392	   22.7392	   22.7392
284	  -13388.7	  -3836.39	  -8.86238	  -8.86238	  -8.86238
285	  -13433.4	  -3881.07	  -45.1601	  -45.1601	  -45.1601
286	    -13499	  -3946.64	  -84.0523	  -84.0523	  -84.0523
287	  -13557.9	  -4005.61	   -119.08	   -119.08	   -119.08
