lambda,transmittance,polished,trasm_error
9.000000000000001e-07,-0.0245,-0.026729216670303296,-0.0001603753000218198
8.995e-07,-0.0683,-0.06922063443802574,-0.0004153238066281544
8.990000000000001e-07,0.2136,0.20739877658025052,0.001244392659481503
8.985000000000001e-07,0.2738,0.3714557047890381,0.0022287342287342286
8.98e-07,-0.0339,-0.03430132550844885,-0.00020580795305069312
8.975000000000001e-07,-0.1457,-0.18809708236509168,-0.00112858249419055
8.97e-07,0.0516,0.06349987693822298,0.0003809992616293379
8.965e-07,0.1527,0.18000707296946833,0.00108004243781681
8.960000000000001e-07,-0.1104,-0.11389662643144537,-0.0006833797585886723
8.955e-07,-0.0828,-0.0803883495145631,-0.0004823300970873786
8.95e-07,-0.0133,-0.012598276025385997,-7.558965615231598e-05
8.945000000000001e-07,0.124,0.11516671310485743,0.0006910002786291446
8.94e-07,-0.1927,-0.21877838328792007,-0.0013126702997275203
8.935000000000001e-07,-0.003,-0.003302873499944952,-1.981724099966971e-05
8.930000000000001e-07,-0.0026,-0.0028840820854132,-1.73044925124792e-05
8.925e-07,-0.0739,-0.07311040759794223,-0.0004386624455876533
8.920000000000001e-07,-0.024,-0.027210884353741496,-0.00016326530612244895
8.915000000000001e-07,-0.1086,-0.11955085865257596,-0.0007173051519154558
8.91e-07,0.0576,0.06713286713286713,0.0004027972027972028
8.905000000000001e-07,0.1285,0.15788180366138346,0.0009472908219683008
8.900000000000001e-07,-0.0658,-0.07409075554554667,-0.00044454453327328003
8.895e-07,0.1619,0.2000741473059812,0.001200444883835887
8.890000000000001e-07,0.0729,0.07802632987263192,0.0004681579792357915
8.885e-07,0.0016,0.0017204301075268817,1.0322580645161291e-05
8.88e-07,0.1027,0.10971050101484883,0.0006582630060890931
8.875000000000001e-07,0.0112,0.013220018885741265,7.932011331444758e-05
8.87e-07,-0.0257,-0.028347672622986986,-0.0001700860357379219
8.865e-07,0.0214,0.022075510625128945,0.00013245306375077366
8.860000000000001e-07,0.1099,0.11701448040885859,0.0007020868824531514
8.855e-07,-0.0574,-0.062195254090367316,-0.0003731715245422039
8.850000000000001e-07,0.0061,0.006820214669051879,4.092128801431127e-05
8.845000000000001e-07,0.015,0.01618646811265782,9.711880867594691e-05
8.84e-07,-0.0358,-0.04077448747152619,-0.00024464692482915716
8.835000000000001e-07,-0.0415,-0.0447198275862069,-0.0002683189655172414
8.830000000000001e-07,-0.0608,-0.06690877077143172,-0.0004014526246285903
8.825e-07,-0.0153,-0.01715631307468042,-0.00010293787844808251
8.820000000000001e-07,0.0549,0.06334371754932502,0.00038006230529595016
8.815e-07,0.0097,0.010223440134907252,6.13406408094435e-05
8.81e-07,0.0094,0.010257529463116543,6.154517677869926e-05
8.805000000000001e-07,0.023,0.02575011195700851,0.00015450067174205105
8.8e-07,0.0145,0.016222868650704856,9.733721190422913e-05
8.795e-07,0.0344,0.03762441211856065,0.0002257464727113639
8.790000000000001e-07,-0.0076,-0.008008429926238146,-4.805057955742887e-05
8.785e-07,-0.0163,-0.01830637915543576,-0.00010983827493261456
8.780000000000001e-07,-0.0032,-0.003526559400484902,-2.115935640290941e-05
8.775000000000001e-07,-0.0109,-0.011815718157181573,-7.089430894308943e-05
8.77e-07,0.0067,0.0073304157549234136,4.398249452954048e-05
8.765000000000001e-07,-0.0168,-0.018870043805458835,-0.000113220262832753
8.760000000000001e-07,0.002,0.0021258503401360546,1.2755102040816327e-05
8.755e-07,-0.0463,-0.04984390138873937,-0.0002990634083324362
8.750000000000001e-07,-0.0176,-0.01909100770148606,-0.00011454604620891636
8.745000000000001e-07,-0.0314,-0.035182072829131654,-0.00021109243697478992
8.74e-07,0.0103,0.01146610263831682,6.879661582990092e-05
8.735000000000001e-07,0.0234,0.02559335010390463,0.00015356010062342776
8.73e-07,-0.0222,-0.02447629547960309,-0.00014685777287761853
8.725e-07,-0.0249,-0.027712854757929884,-0.0001662771285475793
8.720000000000001e-07,0.0144,0.01597692222345501,9.586153334073006e-05
8.715e-07,0.0062,0.007053469852104664,4.232081911262798e-05
8.71e-07,0.0083,0.009134932863746423,5.480959718247854e-05
8.705000000000001e-07,0.0233,0.02583434970617585,0.0001550060982370551
8.7e-07,0.0148,0.016251235313495115,9.750741188097068e-05
8.695000000000001e-07,0.0073,0.008213321332133212,4.927992799279927e-05
8.690000000000001e-07,-0.001,-0.001103996467211305,-6.623978803267829e-06
8.685e-07,0.0137,0.01508976759555017,9.053860557330102e-05
